Time,Temp,Hum,Gas,Motion,AQI,Status
2026-04-29 06:52:22,29.9,77.8,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:52:24,29.9,77.8,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:52:27,29.9,77.8,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:52:29,29.9,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:31,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:33,29.9,77.8,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:52:34,29.9,77.9,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:52:36,29.9,77.9,237.0,0.0,19.0,EXCELLENT
2026-04-29 06:52:39,29.9,77.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:52:41,29.9,77.9,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:52:42,29.9,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:44,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:47,29.9,77.8,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:52:49,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:51,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:53,29.9,77.9,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:52:55,29.9,77.9,237.0,0.0,19.0,EXCELLENT
2026-04-29 06:52:57,29.9,77.9,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:52:59,29.9,77.9,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:53:01,29.9,77.9,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:53:03,29.9,77.9,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:53:04,29.9,77.9,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:53:07,29.9,77.9,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:53:09,29.9,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:53:11,29.9,77.9,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:53:13,29.9,77.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:53:15,29.9,78.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:53:17,29.9,77.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:53:19,29.9,77.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:53:21,29.9,77.9,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:53:23,29.9,77.9,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:53:25,29.9,77.9,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:53:27,29.9,78.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:53:29,29.9,77.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:53:30,29.9,78.0,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:53:33,29.9,77.9,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:53:35,29.9,78.0,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:53:37,29.9,78.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:53:39,29.9,78.0,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:53:41,29.9,78.0,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:53:43,29.9,78.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:53:45,29.9,78.0,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:53:47,29.9,78.0,239.0,0.0,19.7,EXCELLENT
